complaint_id,product_group,classification,confidence,delegative_score,evaluative_score,primary_evidence,secondary_signals
16890089,credit_card,EVALUATIVE,0.9,0.2,0.9,I did not receive the services or value promised in exchange for the annual fee.,The complaint focuses on unmet performance expectations and failure to deliver promised benefits.
3441834,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on the failure of the auto pay setup and lack of notification, leading to frustration with service quality.",The consumer expresses anger at the process failure and its impact on their credit.
7651666,credit_card,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on unmet performance expectations and incorrect charges related to a dispute process.,"The consumer expresses frustration with the process and cites specific legal codes, indicating dissatisfaction with service quality."
3566315,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on being charged an annual fee despite changing the card and not receiving promised communication about a refund.,The consumer expresses frustration with the process and unmet promises regarding the fee refund.
8224938,credit_card,DELEGATIVE,0.85,0.9,0.6,"The complaint describes 'abuse of authority' and 'retaliatory unethical behavior' by Chase staff, indicating a sense of betrayal and moral outrage.","The consumer mentions 'willful neglect of duty' and 'erodes public trust in financial institutions,' which further supports a delegative trust failure."
2812286,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations, such as unauthorized charges and failure to provide a replacement card as promised.","The consumer expresses frustration with poor service quality and broken processes, such as not being contacted after providing requested documents."
4817241,credit_card,EVALUATIVE,0.9,0.2,0.9,The complaint focuses on the advertised benefit being impossible to use due to a technical error.,The consumer expresses frustration with the system error and unmet performance expectations.
17952583,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unexpected charges and interest rates, indicating unmet performance expectations.","The consumer mentions a misunderstanding about the terms of the promotional rate, suggesting a verification failure."
8723996,credit_card,EVALUATIVE,0.8,0.2,0.8,The complaint focuses on the presence of late payment remarks and the need for corrective measures under billing error regulations.,The mention of a specific legal code suggests a focus on procedural correctness rather than relational betrayal.
10370869,credit_card,UNCLASSIFIABLE,0.6,0.5,0.5,"The complaint involves unauthorized credit lines and difficulty in resolving the issue, but it does not clearly reflect either trust mode.","The consumer expresses frustration with poor service and evasiveness, but also implies a potential abuse of trust by unauthorized actions."
4361375,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on incorrect charges and failure to perform as advertised, specifically the discrepancy between the electronic and paper statements.",The consumer expresses frustration and dissatisfaction with the inability to get a clear explanation from customer service.
9851940,credit_card,EVALUATIVE,0.85,0.2,0.9,"The complaint focuses on incorrect processing of a dispute and poor customer service, with frustration at incompetence.",The consumer describes multiple attempts to resolve the issue and a failure to perform as expected.
3378329,credit_card,EVALUATIVE,0.85,0.3,0.9,"The complaint focuses on unmet performance expectations and poor service quality, such as 'no action had been taken' and 'no response to date'.",Repeated calls and lack of resolution indicate frustration with the service process.
3224384,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to notify the consumer of critical account changes and the inability of representatives to provide clear information.","The consumer expresses frustration with the process and the lack of direct communication, indicating dissatisfaction with the service provided."
5655306,credit_card,EVALUATIVE,0.85,0.3,0.9,"Capital One has not provided any proof, transaction ID or trace number about the transfer and XXXX has no way of tracking what has happened to the money.","The complaint focuses on unmet promises and poor service quality, such as failing to provide proof of the transfer and not resolving the issue despite multiple cases being opened."
6745132,credit_card,DELEGATIVE,0.7,0.7,0.4,The consumer accuses the bank of 'corrupt business practices' and expresses a desire to prevent the bank from taking advantage of other customers.,"The complaint includes a sense of betrayal and moral outrage, as the consumer states 'we are suppose to trust them with our money!'"
11948483,credit_card,EVALUATIVE,0.85,0.2,0.9,The complaint focuses on incorrect charges and unmet promises regarding payment release and balance updates.,The consumer expresses frustration with multiple representatives and the failure to update the balance as expected.
12890206,credit_card,UNCLASSIFIABLE,0.7,0.3,0.3,"The complaint is about a credit card the consumer claims they never applied for, indicating a potential identity theft issue.","The complaint lacks emotional content typical of either evaluative or delegative trust failures, focusing instead on a factual dispute."
2702038,credit_card,EVALUATIVE,0.85,0.3,0.85,"The complaint focuses on unmet performance expectations and poor service quality, such as not receiving statements and the account being put on hold due to Capital One's errors.","The consumer expresses frustration and dissatisfaction with the service and the lack of resolution, indicating a focus on service delivery rather than a sense of betrayal."
3400571,credit_card,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on the unexpected $21.00 fee and the consumer's belief that there should be no penalty for early payoff, indicating unmet performance expectations.","The consumer expresses dissatisfaction with the service and mentions poor customer service, which supports an evaluative trust failure."
2069892,credit_card,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the failure to deposit funds as promised and the resulting NSF charges.","The consumer expresses frustration with the process and the lack of resolution, indicating dissatisfaction with service delivery."
